unit_id,goal_actual,mes_classificado,name,tamanho,condominio,chave,mes,receita_projetada,receita_mensal_real,ocupacao,dias,HOA,Property Management,Utilities,dias_ocupados,adr,revpar,commission_fee_20,despesas_outras_anuais,despesas_anuais,lucro_mensal
434322,3678.0,01.Jan,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Jan,3678.0,3678.0,0.75,31,6000.0,1800.0,7380.0,23.25,158.19354838709677,118.64516129032258,8753.4,15180.0,23933.4,1683.55
434322,3034.0,02.Feb,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Feb,3034.0,3034.0,0.75,28,6000.0,1800.0,7380.0,21.0,144.47619047619048,108.35714285714286,8753.4,15180.0,23933.4,1039.55
434322,4328.0,03.Mar,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Mar,4328.0,4328.0,0.8,31,6000.0,1800.0,7380.0,24.8,174.51612903225805,139.61290322580646,8753.4,15180.0,23933.4,2333.55
434322,4956.0,04.Apr,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Apr,4956.0,4956.0,0.8,30,6000.0,1800.0,7380.0,24.0,206.5,165.2,8753.4,15180.0,23933.4,2961.55
434322,2790.0,05.May,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,May,2790.0,2790.0,0.6,31,6000.0,1800.0,7380.0,18.599999999999998,150.00000000000003,90.0,8753.4,15180.0,23933.4,795.55
434322,3976.0,06.Jun,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Jun,3976.0,3976.0,0.75,30,6000.0,1800.0,7380.0,22.5,176.7111111111111,132.53333333333333,8753.4,15180.0,23933.4,1981.55
434322,3995.0,07.Jul,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Jul,3995.0,3995.0,0.8,31,6000.0,1800.0,7380.0,24.8,161.08870967741936,128.8709677419355,8753.4,15180.0,23933.4,2000.55
434322,3320.0,08.Aug,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Aug,3320.0,3320.0,0.7,31,6000.0,1800.0,7380.0,21.7,152.99539170506912,107.09677419354838,8753.4,15180.0,23933.4,1325.55
434322,2100.0,09.Sep,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Sep,2100.0,2100.0,0.6,30,6000.0,1800.0,7380.0,18.0,116.66666666666667,70.0,8753.4,15180.0,23933.4,105.54999999999995
434322,3162.0,10.Oct,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Oct,3162.0,3162.0,0.7,31,6000.0,1800.0,7380.0,21.7,145.71428571428572,102.0,8753.4,15180.0,23933.4,1167.55
434322,3276.0,11.Nov,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Nov,3276.0,3276.0,0.7,30,6000.0,1800.0,7380.0,21.0,156.0,109.2,8753.4,15180.0,23933.4,1281.55
434322,5152.0,12.Dec,871 DS - Exquisite 5BR Retreat with Pool,SF 5,CHAMPIONS GATE,CHAMPIONS GATE SF 5,Dec,5152.0,5152.0,0.7,31,6000.0,1800.0,7380.0,21.7,237.4193548387097,166.19354838709677,8753.4,15180.0,23933.4,3157.55
597059,3387.0,01.Jan,117 JW - 5BR Resort Townhome: Private Pool,TH 5,WINDSOR ISLAND,WINDSOR ISLAND TH 5,Jan,3387.0,3387.0,0.75,31,6000.0,1800.0,7380.0,23.25,145.67741935483872,109.25806451612904,8319.2,15180.0,23499.2,1428.7333333333333
597059,2746.0,02.Feb,117 JW - 5BR Resort Townhome: Private Pool,TH 5,WINDSOR ISLAND,WINDSOR ISLAND TH 5,Feb,2746.0,2746.0,0.75,28,6000.0,1800.0,7380.0,21.0,130.76190476190476,98.07142857142857,8319.2,15180.0,23499.2,787.7333333333333
597059,4350.0,03.Mar,117 JW - 5BR Resort Townhome: Private Pool,TH 5,WINDSOR ISLAND,WINDSOR ISLAND TH 5,Mar,4350.0,4350.0,0.8,31,6000.0,1800.0,7380.0,24.8,175.40322580645162,140.32258064516128,8319.2,15180.0,23499.2,2391.7333333333336
